word,char_count,value
referrers,9,112
referring,9,100
refers,6,71
reffed,6,44
reffing,7,65
refight,7,73
refighting,10,103
refights,8,92
refigure,8,89
refigured,9,93
refigures,9,108
refiguring,10,114
refile,6,55
refiled,7,59
refiles,7,74
refiling,8,80
refill,6,62
refillable,10,82
refilled,8,71
refilling,9,92
refills,7,81
refilm,6,63
refilmed,8,72
refilming,9,93
refilms,7,82
refilter,8,93
refiltered,10,102
refiltering,11,123
refilters,9,112
refinance,9,75
refinanced,10,79
refinances,10,94
refinancing,11,100
refind,6,56
refinding,9,86
refinds,7,75
refine,6,57
refined,7,61
refinement,10,109
refinements,11,128
refiner,7,75
refineries,10,108
refiners,8,94
refinery,8,100
refines,7,76
refining,8,82
refinish,8,88
refinished,10,97
refinisher,10,111
refinishers,11,130
refinishes,10,112
refinishing,11,118
refire,6,61
refired,7,65
refires,7,80
refiring,8,86
refit,5,58
refits,6,77
refitted,8,87
refitting,9,108
refix,5,62
refixed,7,71
refixes,7,86
refixing,8,92
reflate,7,67
reflated,8,71
reflates,8,86
reflating,9,92
reflation,9,100
reflationary,12,144
reflations,10,119
reflect,7,69
reflectance,11,92
reflectances,12,111
reflected,9,78
reflecting,10,99
reflection,10,107
reflectional,12,120
reflections,11,126
reflective,10,105
reflectively,12,142
reflectiveness,14,162
reflectivenesses,16,186
reflectivities,14,162
reflectivity,12,154
reflectometer,13,145
reflectometers,14,164
reflectometries,15,173
reflectometry,13,165
reflector,9,102
reflectorize,12,142
reflectorized,13,146
reflectorizes,13,161
reflectorizing,14,167
reflectors,10,121
reflects,8,88
reflet,6,66
reflets,7,85
reflew,6,69
reflex,6,70
reflexed,8,79
reflexes,8,94
reflexing,9,100
reflexion,9,108
reflexions,10,127
reflexive,9,106
reflexively,11,143
reflexiveness,13,163
reflexivenesses,15,187
reflexives,10,125
reflexivities,13,163
reflexivity,11,155
reflexly,8,107
reflexologies,13,152
reflexology,11,144
reflies,7,74
refloat,7,77
refloated,9,86
refloating,10,107
refloats,8,96
reflood,7,75
reflooded,9,84
reflooding,10,105
refloods,8,94
reflow,6,79
reflowed,8,88
reflower,8,102
reflowered,10,111
reflowering,11,132
reflowers,9,121
reflowing,9,109
reflown,7,93
reflows,7,98
refluence,9,89
refluences,10,108
refluent,8,101
reflux,6,86
refluxed,8,95
refluxes,8,110
refluxing,9,116
refly,5,66
reflying,8,96
refocus,7,87
refocused,9,96
refocuses,9,111
refocusing,10,117
refocussed,10,115
refocusses,10,130
refocussing,11,136
refold,6,60
refolded,8,69
refolding,9,90
refolds,7,79
reforest,8,106
reforestation,13,165
reforestations,14,184
reforested,10,115
reforesting,11,136
reforests,9,125
reforge,7,74
reforged,8,78
reforges,8,93
reforging,9,99
reform,6,75
reformabilities,15,161
reformability,13,153
reformable,10,95
reformat,8,96
reformate,9,101
reformates,10,120
reformation,11,134
reformational,13,147
reformations,12,153
reformative,11,132
reformatories,13,162
reformatory,11,154
reformats,9,115
reformatted,11,125
reformatting,12,146
reformed,8,84
reformer,8,98
reformers,9,117
reforming,9,105
reformism,9,116
reformisms,10,135
reformist,9,123
reformists,10,142
reforms,7,94
reformulate,11,134
reformulated,12,138
reformulates,12,153
reformulating,13,159
reformulation,13,167
reformulations,14,186
refortification,15,168
refortifications,16,187
refortified,11,115
refortifies,11,130
refortify,9,122
refortifying,12,152
refought,8,100
refound,7,83
refoundation,12,142
refoundations,13,161
refounded,9,92
refounding,10,113
refounds,8,102
refract,7,71
refracted,9,80
refractile,10,97
refracting,10,101
refraction,10,109
refractions,11,128
refractive,10,107
refractively,12,144
refractiveness,14,164
refractivenesses,16,188
refractivities,14,164
refractivity,12,156
refractometer,13,147
refractometers,14,166
refractometric,14,154
refractometries,15,175
refractometry,13,167
refractor,9,104
refractories,12,137
refractorily,12,150
refractoriness,14,170
refractorinesses,16,194
refractors,10,123
refractory,10,129
refracts,8,90
refrain,7,71
refrained,9,80
refraining,10,101
refrainment,11,123
refrainments,12,142
refrains,8,90
reframe,7,66
reframed,8,70
reframes,8,85
reframing,9,91
refrangibilities,16,163
refrangibility,14,155
refrangible,11,97
refrangibleness,15,154
refrangiblenesses,17,178
refreeze,8,88
refreezes,9,107
refreezing,10,113
refresh,7,79
refreshed,9,88
refreshen,9,98
refreshened,11,107
refreshening,12,128
refreshens,10,117
refresher,9,102
refreshers,10,121
refreshes,9,103
refreshing,10,109
refreshingly,12,146
refreshment,11,131
refreshments,12,150
refried,7,65
refries,7,80
refrigerant,11,121
refrigerants,12,140
refrigerate,11,112
refrigerated,12,116
refrigerates,12,131
refrigerating,13,137
refrigeration,13,145
refrigerations,14,164
refrigerator,12,140
refrigerators,13,159
refront,7,96
refronted,9,105
refronting,10,126
refronts,8,115
refroze,7,93
refrozen,8,107
refry,5,72
refrying,8,102
refs,4,48
reft,4,49
refuel,6,67
refueled,8,76
refueling,9,97
refuelled,9,88
refuelling,10,109
refuels,7,86
refuge,6,62
refuged,7,66
refugee,7,67
refugeeism,10,108
refugeeisms,11,127
refugees,8,86
refuges,7,81
refugia,7,67
refuging,8,87
refugium,8,100
refulgence,10,96
refulgences,11,115
refulgent,9,108
refund,6,68
refundabilities,15,154
refundability,13,146
refundable,10,88
refunded,8,77
refunder,8,91
refunders,9,110
refunding,9,98
refunds,7,87
refurbish,9,106
refurbished,11,115
refurbisher,11,129
refurbishers,12,148
refurbishes,11,130
refurbishing,12,136
refurbishment,13,158
refurbishments,14,177
refurnish,9,118
refurnished,11,127
refurnishes,11,142
refurnishing,12,148
refusal,7,82
refusals,8,101
refuse,6,74
refused,7,78
refusenik,9,108
refuseniks,10,127
refuser,7,92
refusers,8,111
refuses,7,93
refusing,8,99
refusnik,8,103
refusniks,9,122
refutable,9,90
refutably,9,110
refutal,7,83
refutals,8,102
refutation,10,129
refutations,11,148
refute,6,75
refuted,7,79
refuter,7,93
refuters,8,112
refutes,7,94
refuting,8,100
reg,3,30
regain,6,54
regained,8,63
regainer,8,77
regainers,9,96
regaining,9,84
regains,7,73
regal,5,43
regale,6,48
regaled,7,52
regaler,7,66
regalers,8,85
regales,7,67
regalia,7,53
regaling,8,73
regalities,10,105
regality,8,97
regally,7,80
regard,6,53
regardant,9,88
regarded,8,62
regardful,9,92
regardfully,11,129
regardfulness,13,149
regardfulnesses,15,173
regarding,9,83
regardless,10,108
regardlessly,12,145
regardlessness,14,165
regardlessnesses,16,189
regards,7,72
regather,8,82
regathered,10,91
regathering,11,112
regathers,9,101
regatta,7,72
regattas,8,91
regauge,7,64
regauged,8,68
regauges,8,83
regauging,9,89
regave,6,58
regear,6,54
regeared,8,63
regearing,9,84
regears,7,73
regelate,8,73
regelated,9,77
regelates,9,92
regelating,10,98
regencies,9,85
regency,7,77
regenerable,11,92
regeneracies,12,109
regeneracy,10,101
regenerate,10,98
regenerated,11,102
regenerately,12,135
regenerateness,14,155
regeneratenesses,16,179
regenerates,11,117
regenerating,12,123
regeneration,12,131
regenerations,13,150
regenerative,12,129
regenerator,11,126
regenerators,12,145
regent,6,69
regental,8,82
regents,7,88
reges,5,54
reggae,6,43
reggaes,7,62
regicidal,9,68
regicide,8,60
regicides,9,79
regild,6,55
regilded,8,64
regilding,9,85
regilds,7,74
regilt,6,71
regime,6,57
regimen,7,71
regimens,8,90
regiment,8,91
regimental,10,104
regimentals,11,123
regimentation,13,150
regimentations,14,169
regimented,10,100
regimenting,11,121
regiments,9,110
regimes,7,76
regina,6,54
reginae,7,59
reginal,7,66
reginas,7,73
region,6,68
regional,8,81
regionalism,11,122
regionalisms,12,141
regionalist,11,129
regionalistic,13,141
regionalists,12,148
regionalization,15,175
regionalizations,16,194
regionalize,11,121
regionalized,12,125
regionalizes,12,140
regionalizing,13,146
regionally,10,118
regionals,9,100
regions,7,87
regisseur,9,121
regisseurs,10,140
register,8,101
registerable,12,121
registered,10,110
registering,11,131
registers,9,120
registrable,11,116
registrant,10,131
registrants,11,150
registrar,9,115
registrars,10,134
registration,12,155
registrations,13,174
registries,10,129
registry,8,121
regius,6,79
regive,6,66
regiven,7,80
regives,7,85
regiving,8,91
reglaze,7,74
reglazed,8,78
reglazes,8,93
reglazing,9,99
reglet,6,67
reglets,7,86
regloss,7,95
reglossed,9,104
reglosses,9,119
reglossing,10,125
reglow,6,80
reglowed,8,89
reglowing,9,110
reglows,7,99
reglue,6,68
reglued,7,72
reglues,7,87
regluing,8,93
regma,5,44
regmata,7,65
regna,5,45
regnal,6,57
regnancies,10,95
regnancy,8,87
regnant,7,79
regnum,6,78
regolith,8,94
regoliths,9,113
regorge,7,75
regorged,8,79
regorges,8,94
regorging,9,100
regosol,7,91
regosols,8,110
regrade,7,58
regraded,8,62
regrades,8,77
regrading,9,83
regraft,7,75
regrafted,9,84
regrafting,10,105
regrafts,8,94
regrant,7,83
regranted,9,92
regranting,10,113
regrants,8,102
regrate,7,74
regrated,8,78
regrates,8,93
regrating,9,99
regreen,7,72
regreened,9,81
regreening,10,102
regreens,8,91
regreet,7,78
regreeted,9,87
regreeting,10,108
regreets,8,97
regress,7,91
regressed,9,100
regresses,9,115
regressing,10,121
regression,10,129
regressions,11,148
regressive,10,127
regressively,12,164
regressiveness,14,184
regressivenesses,16,208
regressivities,14,184
regressivity,12,176
regressor,9,124
regressors,10,143
regret,6,73
regretful,9,112
regretfully,11,149
regretfulness,13,169
regretfulnesses,15,193
regrets,7,92
regrettable,11,113
regrettably,11,133
regretted,9,102
regretter,9,116
regretters,10,135
regretting,10,123
regrew,6,76
regrind,7,75
regrinding,10,105
regrinds,8,94
regroom,7,91
regroomed,9,100
regrooming,10,121
regrooms,8,110
regroove,8,105
regrooved,9,109
regrooves,9,124
regrooving,10,130
reground,8,102
regroup,7,100
regrouped,9,109
regrouping,10,130
regroups,8,119
regrow,6,86
regrowing,9,116
regrown,7,100
regrows,7,105
regrowth,8,114
regrowths,9,133
regs,4,49
regular,7,82
regularities,12,144
regularity,10,136
regularization,14,176
regularizations,15,195
regularize,10,122
regularized,11,126
regularizes,11,141
regularizing,12,147
regularly,9,119
regulars,8,101
regulate,8,89
regulated,9,93
regulates,9,108
regulating,10,114
regulation,10,122
regulations,11,141
regulative,10,120
regulator,9,117
regulators,10,136
regulatory,10,142
reguli,6,72
reguline,8,91
regulus,7,103
reguluses,9,127
regurgitate,11,131
regurgitated,12,135
regurgitates,12,150
regurgitating,13,156
regurgitation,13,164
regurgitations,14,183
rehab,5,34
rehabbed,8,45
rehabber,8,59
rehabbers,9,78
rehabbing,9,66
rehabilitant,12,119
rehabilitants,13,138
rehabilitate,12,110
rehabilitated,13,114
rehabilitates,13,129
rehabilitating,14,135
rehabilitation,14,143
rehabilitations,15,162
rehabilitative,14,141
rehabilitator,13,138
rehabilitators,14,157
rehabs,6,53
rehammer,8,81
rehammered,10,90
rehammering,11,111
rehammers,9,100
rehandle,8,67
rehandled,9,71
rehandles,9,86
rehandling,10,92
rehang,6,53
rehanged,8,62
rehanging,9,83
rehangs,7,72
reharden,8,73
rehardened,10,82
rehardening,11,103
rehardens,9,92
rehash,6,59
rehashed,8,68
rehashes,8,83
rehashing,9,89
rehear,6,55
reheard,7,59
rehearing,9,85
rehearings,10,104
rehears,7,74
rehearsal,9,87
rehearsals,10,106
rehearse,8,79
rehearsed,9,83
rehearser,9,97
rehearsers,10,116
rehearses,9,98
rehearsing,10,104
reheat,6,57
reheated,8,66
reheater,8,80
reheaters,9,99
reheating,9,87
reheats,7,76
reheel,6,53
reheeled,8,62
reheeling,9,83
reheels,7,72
rehem,5,49
rehemmed,8,71
rehemming,9,92
rehems,6,68
rehinge,7,66
rehinged,8,70
rehinges,8,85
rehinging,9,91
rehire,6,63
rehired,7,67
rehires,7,82
rehiring,8,88
rehoboam,8,77
rehoboams,9,96
rehospitalization,17,217
rehospitalizations,18,236
rehospitalize,13,163
rehospitalized,14,167
rehospitalizes,14,182
rehospitalizing,15,188
rehouse,7,91
rehoused,8,95
rehouses,8,110
rehousing,9,116
rehumanize,10,120
rehumanized,11,124
rehumanizes,11,139
rehumanizing,12,145
rehung,6,73
rehydratable,12,119
rehydrate,9,104
rehydrated,10,108
rehydrates,10,123
rehydrating,11,129
rehydration,11,137
rehydrations,12,156
rehypnotize,11,161
rehypnotized,12,165
rehypnotizes,12,180
rehypnotizing,13,186
rei,3,32
reichsmark,10,105
reichsmarks,11,124
reidentified,12,108
reidentifies,12,123
reidentify,10,115
reidentifying,13,145
reif,4,38
reification,11,109
reifications,12,128
reified,7,56
reifier,7,70
reifiers,8,89
reifies,7,71
reifs,5,57
reify,5,63
reifying,8,93
reign,5,53
reigned,7,62
reigning,8,83
reignite,8,87
reignited,9,91
reignites,9,106
reigniting,10,112
reignition,10,120
reignitions,11,139
reigns,6,72
reimage,7,58
reimaged,8,62
reimages,8,77
reimagine,9,81
reimagined,10,85
reimagines,10,100
reimaging,9,83
reimagining,11,106
reimbursable,12,125
reimburse,9,110
reimbursed,10,114
reimbursement,13,162
reimbursements,14,181
reimburses,10,129
reimbursing,11,135
reimmerse,9,105
reimmersed,10,109
reimmerses,10,124
reimmersing,11,130
reimplant,9,108
reimplantation,14,167
reimplantations,15,186
reimplanted,11,117
reimplanting,12,138
reimplants,10,127
reimport,8,114
reimportation,13,173
reimportations,14,192
reimported,10,123
reimporting,11,144
reimports,9,133
reimpose,8,100
reimposed,9,104
reimposes,9,119
reimposing,10,125
reimposition,12,162
reimpositions,13,181
reimpression,12,160
reimpressions,13,179
rein,4,46
reincarnate,11,108
reincarnated,12,112
reincarnates,12,127
reincarnating,13,133
reincarnation,13,141
reincarnations,14,160
reincite,8,83
reincited,9,87
reincites,9,102
reinciting,10,108
reincorporate,13,157
reincorporated,14,161
reincorporates,14,176
reincorporating,15,182
reincorporation,15,190
reincorporations,16,209
reincur,7,88
reincurred,10,115
reincurring,11,136
reincurs,8,107
reindeer,8,78
reindeers,9,97
reindex,7,79
reindexed,9,88
reindexes,9,103
reindexing,10,109
reindict,8,82
reindicted,10,91
reindicting,11,112
reindictment,12,134
reindictments,13,153
reindicts,9,101
reinduce,8,79
reinduced,9,83
reinduces,9,98
reinducing,10,104
reinduct,8,94
reinducted,10,103
reinducting,11,124
reinducts,9,113
reindustrialization,19,244
reindustrializations,20,263
reindustrialize,15,190
reindustrialized,16,194
reindustrializes,16,209
reindustrializing,17,215
reined,6,55
reinfect,8,80
reinfected,10,89
reinfecting,11,110
reinfection,11,118
reinfections,12,137
reinfects,9,99
reinfestation,13,155
reinfestations,14,174
reinflate,9,90
reinflated,10,94
reinflates,10,109
reinflating,11,115
reinflation,11,123
reinflations,12,142
reinforce,9,93
reinforceable,13,113
reinforced,10,97
reinforcement,13,145
reinforcements,14,164
reinforcer,10,111
reinforcers,11,130
reinforces,10,112
reinforcing,11,118
reinform,8,98
reinformed,10,107
reinforming,11,128
reinforms,9,117
reinfuse,8,97
reinfused,9,101
reinfuses,9,116
reinfusing,10,122
reinhabit,9,86
reinhabited,11,95
reinhabiting,12,116
reinhabits,10,105
reining,7,76
reinitiate,10,110
reinitiated,11,114
reinitiates,11,129
reinitiating,12,135
reinject,8,84
reinjected,10,93
reinjecting,11,114
reinjection,11,122
reinjections,12,141
reinjects,9,103
reinjure,8,100
reinjured,9,104
reinjures,9,119
reinjuries,10,128
reinjuring,10,125
reinjury,8,120
reink,5,57
reinked,7,66
reinking,8,87
reinks,6,76
reinless,8,101
reinnervate,11,131
reinnervated,12,135
reinnervates,12,150
reinnervating,13,156
reinnervation,13,164
reinnervations,14,183
reinoculate,11,123
reinoculated,12,127
reinoculates,12,142
reinoculating,13,148
reinoculation,13,156
reinoculations,14,175
reins,5,65
reinsert,8,108
reinserted,10,117
reinserting,11,138
reinsertion,11,146
reinsertions,12,165
reinserts,9,127
reinsman,8,93
reinsmen,8,97
reinspect,9,109
reinspected,11,118
reinspecting,12,139
reinspection,12,147
reinspections,13,166
reinspects,10,128
reinspire,9,113
reinspired,10,117
reinspires,10,132
reinspiring,11,138
reinstall,9,110
reinstallation,14,169
